1,Agreement ID,Agreement Name,Trade Reference,Trade Date,Maturity Date,Exchanged Notional 1 Currency,Exchanged Notional 1 Amount,Exchanged Notional 2 Currency,Exchanged Notional 2 Amount,Product Type,Valuation Base Currency,Valuation Base Currency Amount,Valuation Date,Valuation Native Currency,Valuation Native Currency Amount,Effective Date,Buy/Sell,Put/Call,Strike Price,Underlying,Independent Amount Party A,Independent Amount Party B,Party A branch ID,Party A branch Name,Party B branch ID,Party B branch Name,ENTITYB_STATUS
108,BA-00001,BA-00001,B-5200087,25/10/2012,02/03/2026,JPY,10000000,JPY,10000000,Interest Rate - Swaption,USD,-353.7203746,27/09/2018,JPY,-39302.26384,29/10/2012,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
109,BA-00001,BA-00001,B-5200088,16/08/2013,05/09/2030,AUD,66000000,AUD,66000000,Interest Rate - Swap,USD,-1914407.889,27/09/2018,AUD,-2622476.56,20/08/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
110,BA-00001,BA-00001,B-5200089,24/01/2011,20/01/2025,SEK,71000000,SEK,71000000,Interest Rate - Swap,USD,77150.4211,27/09/2018,SEK,701367.4646,26/01/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
111,BA-00001,BA-00001,B-5200090,29/10/2014,25/05/2029,USD,51000000,EUR,43860000,Cross Currency - Swap,USD,314722.8141,27/09/2018,USD,314722.8141,31/10/2014,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
112,BA-00001,BA-00001,B-5200091,21/07/2011,20/07/2026,USD,10000000,USD,10000000,Interest Rate - Swaption,USD,-1052892.943,27/09/2018,USD,-1052892.943,25/07/2011,Payer,Call,,LIB,,,3645457,EntityB,983400120,EntityA,Active
113,BA-00001,BA-00001,B-5200092,09/07/2012,19/02/2021,EUR,18000000,EUR,18000000,Interest Rate - Swap,USD,1256362.689,27/09/2018,EUR,1083071.284,11/07/2012,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
114,BA-00001,BA-00001,B-5200093,04/02/2014,20/10/2027,GBP,4000000,DKK,32960000,FX - Swap,USD,167281.0228,27/09/2018,GBP,130688.2991,06/02/2014,,,0.234,,,,3645457,EntityB,983400120,EntityA,Active
115,BA-00001,BA-00001,B-5200094,08/10/2007,27/11/2028,NOK,5000000,NOK,5000000,Interest Rate - Swap Basis,USD,54803.21175,27/09/2018,NOK,456693.4313,10/10/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
116,BA-00001,BA-00001,B-5200095,24/10/2016,27/08/2029,GBP,13000000,DKK,107120000,Cross Currency - Swap,USD,1452992.819,27/09/2018,GBP,1135150.64,26/10/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
117,BA-00001,BA-00001,B-5200096,01/04/2014,25/01/2030,GBP,41000000,GBP,41000000,Interest Rate - Swap Basis,USD,-733145.3741,27/09/2018,GBP,-572769.8235,03/04/2014,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
118,BA-00001,BA-00001,B-5200097,08/06/2015,02/04/2027,AUD,24000000,USD,17520000,FX - Swap,USD,-1035670.584,27/09/2018,AUD,-1418726.827,10/06/2015,,,0.498,,,,3645457,EntityB,983400120,EntityA,Active
119,BA-00001,BA-00001,B-5200098,17/01/2011,19/01/2026,SEK,55000000,CHF,6050000,Cross Currency - Swap,USD,-272424.9596,27/09/2018,SEK,-2476590.542,19/01/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
120,BA-00001,BA-00001,B-5200099,06/04/2015,10/11/2021,NOK,70000000,AUD,11200000,Cross Currency - Swap,USD,867016.3605,27/09/2018,NOK,7225136.338,08/04/2015,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
121,BA-00001,BA-00001,B-5200100,23/06/2014,14/01/2019,GBP,60000000,DKK,494400000,FX - Swap,USD,288924.39,27/09/2018,GBP,225722.1797,25/06/2014,,,0.808,,,,3645457,EntityB,983400120,EntityA,Active
122,BA-00001,BA-00001,B-5200101,05/03/2018,04/12/2028,DKK,98000000,DKK,98000000,Interest Rate - Swap Basis,USD,-800432.1693,27/09/2018,DKK,-5002701.058,07/03/2018,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
123,BA-00001,BA-00001,B-5200102,26/01/2009,21/02/2022,USD,48000000,EUR,41280000,Cross Currency - Swap,USD,1439073.557,27/09/2018,USD,1439073.557,28/01/2009,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
124,BA-00001,BA-00001,B-5200103,08/08/2008,04/08/2028,CAD,11000000,CAD,11000000,Interest Rate - Swap Basis,USD,938632.4114,27/09/2018,CAD,1219003.132,12/08/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
125,BA-00001,BA-00001,B-5200104,28/12/2017,04/11/2022,EUR,36000000,GBP,32760000,FX - Swap,USD,5682018.492,27/09/2018,EUR,4898291.803,01/01/2018,,,0.688,EIB,,,3645457,EntityB,983400120,EntityA,Active
126,BA-00001,BA-00001,B-5200105,03/12/2012,13/09/2028,NOK,65000000,NOK,65000000,Interest Rate - Swap,USD,-141859.283,27/09/2018,NOK,-1182160.692,05/12/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
127,BA-00001,BA-00001,B-5200106,25/03/2010,22/02/2030,CHF,83000000,JPY,9389790000,Cross Currency - Swap,USD,5112976.788,27/09/2018,CHF,5012722.341,29/03/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
128,BA-00001,BA-00001,B-5200107,17/02/2017,14/02/2022,DKK,59000000,CAD,11800000,Cross Currency - Swap,USD,-12162.90751,27/09/2018,DKK,-76018.17195,21/02/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
129,BA-00001,BA-00001,B-5200108,20/03/2009,20/12/2027,DKK,24000000,CAD,4800000,Cross Currency - Swap,USD,-111451.9517,27/09/2018,DKK,-696574.6984,24/03/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
130,BA-00001,BA-00001,B-5200109,06/07/2017,01/04/2024,JPY,66000000,NOK,4950000,FX - Swap,USD,70391.34963,27/09/2018,JPY,7821261.07,10/07/2017,,,0.95,,,,3645457,EntityB,983400120,EntityA,Active
131,BA-00001,BA-00001,B-5200110,22/04/2013,28/09/2022,JPY,13000000,JPY,13000000,Interest Rate - Swap Basis,USD,-14773.08662,27/09/2018,JPY,-1641454.069,24/04/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
132,BA-00001,BA-00001,B-5200111,09/07/2015,11/03/2021,GBP,84000000,GBP,84000000,Interest Rate - Swaption,USD,-3898175.331,27/09/2018,GBP,-3045449.478,13/07/2015,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
133,BA-00001,BA-00001,B-5200112,03/01/2006,28/09/2026,JPY,14000000,JPY,14000000,Interest Rate - Swap,USD,-4073.965029,27/09/2018,JPY,-452662.781,05/01/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
134,BA-00001,BA-00001,B-5200113,16/07/2007,21/03/2030,CHF,38000000,CHF,38000000,Interest Rate - Swap,USD,-2325960.97,27/09/2018,CHF,-2280353.892,18/07/2007,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
135,BA-00001,BA-00001,B-5200114,07/06/2010,18/10/2027,USD,52000000,EUR,44720000,Cross Currency - Swap,USD,3379766.804,27/09/2018,USD,3379766.804,09/06/2010,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
136,BA-00001,BA-00001,B-5200115,06/06/2018,25/04/2025,AUD,30000000,AUD,30000000,Interest Rate - Swap,USD,3163427.061,27/09/2018,AUD,4333461.727,08/06/2018,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
137,BA-00001,BA-00001,B-5200116,02/08/2010,06/05/2022,USD,82000000,EUR,70520000,FX - Swap,USD,-9503174.712,27/09/2018,USD,-9503174.712,04/08/2010,,,0.286,LIB,,,3645457,EntityB,983400120,EntityA,Active
138,BA-00001,BA-00001,B-5200117,17/12/2012,18/10/2027,AUD,53000000,SEK,354570000,FX - Swap,USD,5732312.43,27/09/2018,AUD,7852482.781,19/12/2012,,,0.674,,,,3645457,EntityB,983400120,EntityA,Active
139,BA-00001,BA-00001,B-5200118,01/02/2012,16/11/2021,EUR,20000000,EUR,20000000,Interest Rate - Swap Basis,USD,147386.1184,27/09/2018,EUR,127056.9986,03/02/2012,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
140,BA-00001,BA-00001,B-5200119,22/01/2007,27/04/2026,EUR,92000000,EUR,92000000,Interest Rate - Swap,USD,-8374716.547,27/09/2018,EUR,-7219583.23,24/01/2007,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
141,BA-00001,BA-00001,B-5200120,31/03/2008,07/09/2021,EUR,98000000,EUR,98000000,Interest Rate - Swap,USD,9422001.705,27/09/2018,EUR,8122415.263,02/04/2008,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
142,BA-00001,BA-00001,B-5200121,21/12/2015,06/06/2022,JPY,56000000,JPY,56000000,Interest Rate - Swap Basis,USD,-27402.13241,27/09/2018,JPY,-3044681.378,23/12/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
143,BA-00001,BA-00001,B-5200122,22/11/2007,07/11/2019,AUD,48000000,AUD,48000000,Interest Rate - Swaption,USD,655384.6315,27/09/2018,AUD,897787.1665,26/11/2007,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
144,BA-00001,BA-00001,B-5200123,22/05/2012,09/05/2029,NOK,63000000,AUD,10080000,FX - Swap,USD,-855479.0632,27/09/2018,NOK,-7128992.193,24/05/2012,,,0.514,,,,3645457,EntityB,983400120,EntityA,Active
145,BA-00001,BA-00001,B-5200124,02/07/2007,14/01/2022,CHF,43000000,CHF,43000000,Interest Rate - Swaption,USD,-93463.28285,27/09/2018,CHF,-91630.66946,04/07/2007,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
146,BA-00001,BA-00001,B-5200125,30/04/2008,24/08/2021,NOK,25000000,NOK,25000000,Interest Rate - Swap,USD,-297378.5755,27/09/2018,NOK,-2478154.796,02/05/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
147,BA-00001,BA-00001,B-5200126,17/03/2008,18/03/2030,JPY,38000000,JPY,38000000,Interest Rate - Swaption,USD,44053.73902,27/09/2018,JPY,4894859.892,19/03/2008,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
148,BA-00001,BA-00001,B-5200127,05/02/2007,03/06/2027,USD,15000000,USD,15000000,Interest Rate - Swap,USD,-2244458.029,27/09/2018,USD,-2244458.029,07/02/2007,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
149,BA-00001,BA-00001,B-5200128,16/06/2010,30/03/2022,EUR,60000000,EUR,60000000,Interest Rate - Swap Basis,USD,3620348.575,27/09/2018,EUR,3120990.151,18/06/2010,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
150,BA-00001,BA-00001,B-5200129,04/07/2012,04/01/2022,AUD,24000000,AUD,24000000,Interest Rate - Swaption,USD,2106285.377,27/09/2018,AUD,2885322.435,06/07/2012,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
151,BA-00001,BA-00001,B-5200130,11/09/2006,09/01/2019,EUR,51000000,GBP,46410000,FX - Swap,USD,-3238357.316,27/09/2018,EUR,-2791687.342,13/09/2006,,,0.074,EIB,,,3645457,EntityB,983400120,EntityA,Active
152,BA-00001,BA-00001,B-5200131,18/04/2014,12/05/2022,GBP,95000000,GBP,95000000,Interest Rate - Swap Basis,USD,-10434278.74,27/09/2018,GBP,-8151780.268,22/04/2014,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
153,BA-00001,BA-00001,B-5200132,13/11/2006,24/01/2030,SEK,38000000,SEK,38000000,Interest Rate - Swaption,USD,-22996.60151,27/09/2018,SEK,-209060.0137,15/11/2006,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
154,BA-00001,BA-00001,B-5200133,23/06/2008,10/05/2027,JPY,9000000,NOK,675000,Cross Currency - Swap,USD,-9191.378759,27/09/2018,JPY,-1021264.307,25/06/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
155,BA-00001,BA-00001,B-5200134,09/12/2010,23/06/2020,NOK,22000000,NOK,22000000,Interest Rate - Swap Basis,USD,372118.4122,27/09/2018,NOK,3100986.769,13/12/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
156,BA-00001,BA-00001,B-5200135,08/01/2008,16/04/2029,CHF,83000000,CHF,83000000,Interest Rate - Swaption,USD,8862397.677,27/09/2018,CHF,8688625.173,10/01/2008,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
157,BA-00001,BA-00001,B-5200136,10/02/2009,12/04/2021,NOK,21000000,NOK,21000000,Interest Rate - Swaption,USD,-35951.21913,27/09/2018,NOK,-299593.4928,12/02/2009,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
158,BA-00001,BA-00001,B-5200137,18/09/2008,02/12/2030,SEK,43000000,SEK,43000000,Interest Rate - Swap Basis,USD,570472.5495,27/09/2018,SEK,5186114.086,22/09/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
159,BA-00001,BA-00001,B-5200138,13/02/2006,14/04/2020,USD,25000000,USD,25000000,Interest Rate - Swap Basis,USD,-1330585.792,27/09/2018,USD,-1330585.792,15/02/2006,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
160,BA-00001,BA-00001,B-5200139,09/04/2007,17/08/2026,AUD,51000000,AUD,51000000,Interest Rate - Swaption,USD,63274.71059,27/09/2018,AUD,86677.68574,11/04/2007,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
161,BA-00001,BA-00001,B-5200140,29/01/2014,09/10/2030,CAD,7000000,CAD,7000000,Interest Rate - Swaption,USD,-88083.99959,27/09/2018,CAD,-114394.8047,31/01/2014,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
162,BA-00001,BA-00001,B-5200141,28/07/2008,26/02/2024,AUD,86000000,USD,62780000,FX - Swap,USD,-8640287.759,27/09/2018,AUD,-11836010.63,30/07/2008,,,0.202,,,,3645457,EntityB,983400120,EntityA,Active
163,BA-00001,BA-00001,B-5200142,22/01/2008,20/05/2026,CHF,24000000,CHF,24000000,Interest Rate - Swaption,USD,-582871.2827,27/09/2018,CHF,-571442.4341,24/01/2008,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
164,BA-00001,BA-00001,B-5200143,24/03/2014,12/07/2021,DKK,68000000,DKK,68000000,Interest Rate - Swap,USD,-308487.8152,27/09/2018,DKK,-1928048.845,26/03/2014,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
165,BA-00001,BA-00001,B-5200144,02/07/2018,16/08/2023,JPY,26000000,JPY,26000000,Interest Rate - Swaption,USD,32269.29272,27/09/2018,JPY,3585476.969,04/07/2018,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
166,BA-00001,BA-00001,B-5200145,11/06/2013,08/12/2021,CHF,22000000,CHF,22000000,Interest Rate - Swap Basis,USD,238624.4261,27/09/2018,CHF,233945.5157,13/06/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
167,BA-00001,BA-00001,B-5200146,07/08/2006,19/01/2028,SEK,49000000,CHF,5390000,FX - Swap,USD,-775062.7232,27/09/2018,SEK,-7046024.756,09/08/2006,,,0.756,,,,3645457,EntityB,983400120,EntityA,Active
168,BA-00001,BA-00001,B-5200147,22/10/2009,12/06/2028,CHF,98000000,CHF,98000000,Interest Rate - Swap Basis,USD,-6778864.78,27/09/2018,CHF,-6645945.863,26/10/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
169,BA-00001,BA-00001,B-5200148,11/07/2017,01/09/2025,JPY,22000000,NOK,1650000,FX - Swap,USD,27795.71933,27/09/2018,JPY,3088413.259,13/07/2017,,,0.162,,,,3645457,EntityB,983400120,EntityA,Active
170,BA-00001,BA-00001,B-5200149,19/03/2012,13/11/2019,AUD,27000000,USD,19710000,FX - Swap,USD,761647.9251,27/09/2018,AUD,1043353.322,21/03/2012,,,0.048,,,,3645457,EntityB,983400120,EntityA,Active
171,BA-00001,BA-00001,B-5200150,07/07/2008,27/07/2020,AUD,31000000,SEK,207390000,FX - Swap,USD,-2217928.75,27/09/2018,AUD,-3038258.562,09/07/2008,,,0.26,,,,3645457,EntityB,983400120,EntityA,Active
172,BA-00001,BA-00001,B-5200151,07/03/2012,27/03/2024,USD,81000000,USD,81000000,Interest Rate - Swaption,USD,2837136.782,27/09/2018,USD,2837136.782,09/03/2012,Payer,Put,,LIB,,,3645457,EntityB,983400120,EntityA,Active
173,BA-00001,BA-00001,B-5200152,08/08/2016,22/07/2024,NOK,95000000,AUD,15200000,Cross Currency - Swap,USD,721540.0215,27/09/2018,NOK,6012833.512,10/08/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
174,BA-00001,BA-00001,B-5200153,06/09/2016,30/11/2026,CAD,4000000,CAD,4000000,Interest Rate - Swaption,USD,427777.7297,27/09/2018,CAD,555555.4931,08/09/2016,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
175,BA-00001,BA-00001,B-5200154,11/02/2009,07/02/2023,USD,26000000,USD,26000000,Interest Rate - Swap Basis,USD,-2588656.558,27/09/2018,USD,-2588656.558,13/02/2009,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
176,BA-00001,BA-00001,B-5200155,15/04/2011,24/05/2027,GBP,62000000,DKK,510880000,FX - Swap,USD,-2675254.177,27/09/2018,GBP,-2090042.326,19/04/2011,,,0.96,,,,3645457,EntityB,983400120,EntityA,Active
177,BA-00001,BA-00001,B-5200156,10/08/2012,02/11/2020,NOK,40000000,NOK,40000000,Interest Rate - Swap,USD,235000.0933,27/09/2018,NOK,1958334.11,14/08/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
178,BA-00001,BA-00001,B-5200157,17/04/2007,03/01/2028,CHF,38000000,JPY,4298940000,FX - Swap,USD,878399.4923,27/09/2018,CHF,861175.9729,19/04/2007,,,0.02,,,,3645457,EntityB,983400120,EntityA,Active
179,BA-00001,BA-00001,B-5200158,29/06/2015,07/07/2025,CHF,87000000,JPY,9842310000,Cross Currency - Swap,USD,12070022.03,27/09/2018,CHF,11833354.93,01/07/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
180,BA-00001,BA-00001,B-5200159,15/10/2012,25/03/2024,SEK,96000000,CHF,10560000,FX - Swap,USD,618907.2782,27/09/2018,SEK,5626429.801,17/10/2012,,,0.778,,,,3645457,EntityB,983400120,EntityA,Active
181,BA-00001,BA-00001,B-5200160,13/11/2017,06/07/2026,SEK,50000000,SEK,50000000,Interest Rate - Swap Basis,USD,-61352.03156,27/09/2018,SEK,-557745.7414,15/11/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
182,BA-00001,BA-00001,B-5200161,22/04/2009,19/07/2021,EUR,87000000,EUR,87000000,Interest Rate - Swaption,USD,-1823415.367,27/09/2018,EUR,-1571909.799,24/04/2009,Receiver,Put,,EIB,,,3645457,EntityB,983400120,EntityA,Active
183,BA-00001,BA-00001,B-5200162,13/09/2010,03/07/2028,AUD,9000000,SEK,60210000,Cross Currency - Swap,USD,-527109.9302,27/09/2018,AUD,-722068.3976,15/09/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
184,BA-00001,BA-00001,B-5200163,01/03/2016,24/12/2018,JPY,35000000,JPY,35000000,Interest Rate - Swaption,USD,-46842.39196,27/09/2018,JPY,-5204710.217,03/03/2016,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
185,BA-00001,BA-00001,B-5200164,18/01/2006,13/07/2027,AUD,41000000,AUD,41000000,Interest Rate - Swaption,USD,-4071885.039,27/09/2018,AUD,-5577924.71,20/01/2006,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
186,BA-00001,BA-00001,B-5200165,08/12/2009,21/04/2022,SEK,58000000,CHF,6380000,FX - Swap,USD,-107388.5286,27/09/2018,SEK,-976259.3507,10/12/2009,,,0.19,,,,3645457,EntityB,983400120,EntityA,Active
187,BA-00001,BA-00001,B-5200166,06/11/2017,15/01/2029,DKK,15000000,DKK,15000000,Interest Rate - Swaption,USD,-165235.9584,27/09/2018,DKK,-1032724.74,08/11/2017,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
188,BA-00001,BA-00001,B-5200167,12/01/2015,11/05/2023,JPY,78000000,NOK,5850000,FX - Swap,USD,-93365.62482,27/09/2018,JPY,-10373958.31,14/01/2015,,,0.386,,,,3645457,EntityB,983400120,EntityA,Active
189,BA-00001,BA-00001,B-5200168,20/04/2018,01/09/2025,JPY,77000000,JPY,77000000,Interest Rate - Swaption,USD,98500.97531,27/09/2018,JPY,10944552.81,24/04/2018,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
190,BA-00001,BA-00001,B-5200169,02/02/2009,03/04/2023,CAD,57000000,CAD,57000000,Interest Rate - Swap Basis,USD,-5898266.672,27/09/2018,CAD,-7660086.587,04/02/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
191,BA-00001,BA-00001,B-5200170,13/05/2009,20/04/2020,DKK,43000000,DKK,43000000,Interest Rate - Swaption,USD,570259.6583,27/09/2018,DKK,3564122.864,15/05/2009,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
192,BA-00001,BA-00001,B-5200171,27/02/2017,29/09/2025,DKK,4000000,DKK,4000000,Interest Rate - Swap,USD,23616.6568,27/09/2018,DKK,147604.105,01/03/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
193,BA-00001,BA-00001,B-5200172,11/07/2017,08/09/2020,NOK,27000000,NOK,27000000,Interest Rate - Swap,USD,-161912.4056,27/09/2018,NOK,-1349270.046,13/07/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
194,BA-00001,BA-00001,B-5200173,05/03/2009,16/09/2027,DKK,54000000,DKK,54000000,Interest Rate - Swap Basis,USD,-1026791.683,27/09/2018,DKK,-6417448.018,09/03/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
195,BA-00001,BA-00001,B-5200174,03/10/2011,19/06/2029,EUR,95000000,EUR,95000000,Interest Rate - Swap Basis,USD,8597966.633,27/09/2018,EUR,7412040.201,05/10/2011,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
196,BA-00001,BA-00001,B-5200175,09/04/2012,27/02/2029,CHF,27000000,JPY,3054510000,FX - Swap,USD,-430128.8514,27/09/2018,CHF,-421694.9524,11/04/2012,,,0.63,,,,3645457,EntityB,983400120,EntityA,Active
197,BA-00001,BA-00001,B-5200176,02/10/2006,10/04/2023,DKK,38000000,DKK,38000000,Interest Rate - Swap Basis,USD,-344164.5108,27/09/2018,DKK,-2151028.192,04/10/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
198,BA-00001,BA-00001,B-5200177,29/04/2008,28/08/2019,NOK,32000000,NOK,32000000,Interest Rate - Swap,USD,-515081.0062,27/09/2018,NOK,-4292341.719,01/05/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
199,BA-00001,BA-00001,B-5200178,06/11/2017,05/12/2022,GBP,88000000,GBP,88000000,Interest Rate - Swaption,USD,6204984.413,27/09/2018,GBP,4847644.072,08/11/2017,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
200,BA-00001,BA-00001,B-5200179,11/03/2011,18/04/2023,GBP,28000000,GBP,28000000,Interest Rate - Swaption,USD,2007486.487,27/09/2018,GBP,1568348.818,15/03/2011,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
201,BA-00001,BA-00001,B-5200180,01/08/2007,19/05/2023,JPY,75000000,JPY,75000000,Interest Rate - Swaption,USD,-95720.31143,27/09/2018,JPY,-10635590.16,03/08/2007,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
202,BA-00001,BA-00001,B-5200181,16/09/2013,03/07/2023,DKK,54000000,CAD,10800000,FX - Swap,USD,-1195731.924,27/09/2018,DKK,-7473324.526,18/09/2013,,,0.754,,,,3645457,EntityB,983400120,EntityA,Active
203,BA-00001,BA-00001,B-5200182,14/01/2011,11/11/2019,JPY,98000000,JPY,98000000,Interest Rate - Swaption,USD,-56317.39038,27/09/2018,JPY,-6257487.82,18/01/2011,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
204,BA-00001,BA-00001,B-5200183,04/05/2010,05/04/2027,EUR,10000000,EUR,10000000,Interest Rate - Swaption,USD,-64433.58851,27/09/2018,EUR,-55546.19699,06/05/2010,Payer,Call,,EIB,,,3645457,EntityB,983400120,EntityA,Active
205,BA-00001,BA-00001,B-5200184,10/05/2013,04/11/2027,DKK,15000000,DKK,15000000,Interest Rate - Swaption,USD,274345.1042,27/09/2018,DKK,1714656.901,14/05/2013,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
206,BA-00001,BA-00001,B-5200185,03/07/2017,09/07/2021,EUR,82000000,EUR,82000000,Interest Rate - Swap,USD,-3694604.822,27/09/2018,EUR,-3185004.157,05/07/2017,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
207,BA-00001,BA-00001,B-5200186,07/08/2017,27/01/2020,USD,60000000,USD,60000000,Interest Rate - Swap Basis,USD,-355123.8263,27/09/2018,USD,-355123.8263,09/08/2017,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
208,BA-00001,BA-00001,B-5200187,16/07/2018,08/12/2020,JPY,33000000,NOK,2475000,FX - Swap,USD,16295.10076,27/09/2018,JPY,1810566.751,18/07/2018,,,0.3,,,,3645457,EntityB,983400120,EntityA,Active
209,BA-00001,BA-00001,B-5200188,26/11/2012,02/05/2029,JPY,65000000,JPY,65000000,Interest Rate - Swap Basis,USD,-82504.73408,27/09/2018,JPY,-9167192.676,28/11/2012,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
210,BA-00001,BA-00001,B-5200189,12/07/2010,14/06/2030,JPY,36000000,NOK,2700000,Cross Currency - Swap,USD,-32943.9594,27/09/2018,JPY,-3660439.933,14/07/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
211,BA-00001,BA-00001,B-5200190,23/03/2015,13/11/2024,CAD,83000000,CAD,83000000,Interest Rate - Swaption,USD,1230948.017,27/09/2018,CAD,1598633.788,25/03/2015,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
212,BA-00001,BA-00001,B-5200191,06/03/2006,26/02/2026,SEK,73000000,CHF,8030000,Cross Currency - Swap,USD,708614.3965,27/09/2018,SEK,6441949.059,08/03/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
213,BA-00001,BA-00001,B-5200192,23/03/2011,31/05/2030,JPY,33000000,NOK,2475000,Cross Currency - Swap,USD,32409.67237,27/09/2018,JPY,3601074.707,25/03/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
